applicant_id,business_type,years_in_operation,annual_revenue,credit_score,existing_loans,repayment_history,monthly_cashflow,loan_amount_requested,collateral_value,debt_to_income_ratio,default_flag
38,Services,14,10904.17715153166,564,2,Average,77.4468166224413,4200.455427945157,5199.105229742416,0.5133904586029778,1
39,Manufacturing,4,40791.79577082796,823,4,Good,184.00624982177132,5533.761744901608,5229.542166309299,0.3998542670346177,0
40,Services,5,14932.220788836416,337,3,Poor,285.1291665384974,6438.419798268363,8920.191299771115,0.2775495484683851,1
41,Manufacturing,11,27377.31224045955,430,1,Average,378.7273578099165,4753.924715878661,5631.82853292199,0.7512990896103413,1
42,Services,24,16221.02676841112,681,1,Good,162.59146180887805,3890.608155272052,3368.409306076478,0.39099229337919417,1
43,Services,28,24570.513791394675,524,3,Good,312.5941283986589,5923.003524199883,3876.0746783883455,0.5836455490868006,1
44,Manufacturing,23,37613.811187226594,442,1,Good,320.17312083525354,12522.614195819247,20411.54848219989,0.5093333736387124,1
45,Manufacturing,13,10549.054917657493,730,1,Average,155.55616167507267,6082.360193585408,8817.590463144259,0.3105237663540208,1
46,Services,16,14647.961557803435,688,2,Poor,211.53330222745458,3842.594265662062,2111.102055369753,0.7302259513511696,1
47,Trading,24,24611.708215267998,353,2,Average,135.4432712129378,5923.076692217184,11751.670478625116,0.3385390559835168,1
48,Manufacturing,13,93055.39096583414,323,0,Average,1800.1380831804104,17159.50646537565,25116.97726403609,0.7298523977363612,1
49,Trading,24,13122.533850496235,694,0,Average,155.39821424974014,3884.0659649108998,3149.0887459752894,0.4276329060371016,0
50,Trading,22,74912.8211379688,418,1,Poor,555.7958645917228,14309.888740530308,25196.069480943475,0.12406821296411925,1
51,Trading,26,73324.78650426755,885,2,Average,681.1675415678421,12383.432236515877,22576.86788966946,0.7139418932693098,1
52,Manufacturing,2,20777.23737721511,484,0,Good,386.53340609787597,10984.49537292751,14944.71456631931,0.8194194424412707,1
53,Trading,16,18418.45599846572,491,0,Average,194.37155381722135,2326.6077076602946,4253.872505732778,0.19582980485732746,1
54,Manufacturing,6,14541.485041869002,786,2,Good,196.7853537586611,6622.374925192963,3600.96699452346,0.5681879110020502,0
55,Trading,14,21143.30279901107,683,0,Poor,422.0519453982922,4255.83922916904,8161.6359658207075,0.1574060437319873,0
56,Services,1,9470.796974604755,645,3,Good,142.33288848337776,1002.5550010170025,587.3021545771571,0.7639100343661083,0
57,Services,17,21041.59747542775,772,3,Good,324.6426516991024,10469.71982635338,15323.325896525206,0.890367174681562,1
58,Manufacturing,11,54075.04939695397,302,2,Good,449.33557495535206,24395.567011084146,24855.227196901345,0.4959939747892292,0
59,Services,19,15265.474097733351,349,2,Average,233.63685601863259,4078.1630578523786,2279.5647980037807,0.35071818855355774,1
60,Services,3,19064.160115929233,803,0,Good,204.55930997267458,2662.6200758381087,5042.822591349878,0.7765994254070061,0
61,Trading,11,7937.198954103784,510,1,Poor,153.59041990724316,2225.0808744889023,1564.3130454816403,0.5166232962518448,0
62,Manufacturing,29,27568.72488557979,827,4,Good,174.3900346906102,5256.357576312473,9359.555879854388,0.4592205684021514,0
63,Trading,5,25814.432428796834,582,3,Good,230.45419354214727,14617.46822694117,14551.945623299876,0.2822460693422348,1
64,Trading,17,22884.64443329308,678,3,Good,120.52607192730919,8348.582632708609,13455.794698215888,0.5928142482129003,1
65,Trading,26,19339.477843670255,625,2,Good,203.35585020849192,11254.064122658221,9918.557666049524,0.5850540584801809,0
66,Trading,22,18478.168788169754,597,1,Good,122.68662276385606,5093.637699888846,7004.52050085071,0.31026752867689916,0
67,Trading,7,29766.537539858815,437,2,Good,543.3106279791214,11258.639444789447,19132.1517694251,0.2691280810616104,1
68,Trading,10,21648.90249440942,424,0,Good,423.9732617763742,4222.872049457978,5697.793495430951,0.45085276043911393,1
69,Trading,28,26608.42364265757,691,1,Good,407.7411177481247,13416.354273865969,12877.403833026787,0.46065288091592943,0
70,Manufacturing,29,25059.034256897103,701,0,Good,147.5703974198697,3020.870493506942,2568.2039278073426,0.20272894985289966,0
71,Services,11,43219.90241784635,779,3,Average,426.17048285175684,19354.20559160882,14751.937983821339,0.3208469242319262,1
72,Trading,3,33063.87112449843,700,2,Good,669.2633901723414,9781.286521631873,17197.64168487241,0.22828169929102177,0
73,Trading,20,24728.63359086572,869,2,Good,159.2116903832907,9624.579228608132,13632.388163912521,0.8211562517833302,0
74,Trading,10,54778.50866625723,661,4,Good,736.304760587455,21699.38694397438,27406.692150741917,0.1594704004057241,0
75,Trading,27,28343.729908154182,365,1,Good,284.8211703547193,12907.66535834477,11286.088599324647,0.8030070310527279,1
76,Trading,10,48193.41214820032,727,3,Good,1003.3568101267563,9741.387488131804,11208.731446471826,0.522307341498108,0
77,Trading,14,31702.967422662416,820,4,Average,282.8903679131511,11593.55201684655,16579.871641980768,0.6322571128794438,0
78,Services,12,7294.30038238626,731,4,Poor,36.200672475350736,2286.4930487811057,1389.7818760258335,0.8385997654054088,1
79,Services,15,48189.713191187875,404,2,Good,764.7569458663113,11618.084671094943,12095.267348519104,0.3923092815259279,0
80,Trading,10,23887.384295371045,388,1,Good,229.6132336632661,8309.558933679018,7140.034030384216,0.6620946987734391,1
81,Services,10,21350.42954075988,305,2,Good,322.9542243024999,12298.008026764299,18075.272273334693,0.6373575039798427,1
82,Manufacturing,26,26077.000775648343,457,1,Good,154.13766892078874,14979.736829359035,21112.493695280373,0.8906775670221297,1
83,Trading,19,17908.130432764487,678,4,Good,230.73527725048933,4287.361509670805,4069.2344555465293,0.1368386414545073,0
84,Manufacturing,1,25240.807682276885,629,0,Good,263.0224878353904,13683.132268519108,7696.024149792852,0.46434883722437487,0
85,Manufacturing,24,15442.432556944788,402,3,Poor,202.49330674142917,8313.85676216338,6436.746917838675,0.8916440338067191,1
86,Trading,29,47314.087127309904,522,4,Good,870.1631529794754,10635.843593853835,7871.514598929519,0.36230036030108076,1
87,Services,26,20575.31081410181,701,2,Good,419.30675828172156,8219.329966406458,11117.395868341131,0.8725311919340634,0
88,Manufacturing,10,17508.638984604288,844,3,Average,292.72464421262254,9366.55947296221,7061.797477792493,0.7533751923761375,1
89,Trading,2,12645.345863996872,808,4,Good,214.30875151071814,4520.67828082025,5531.056799592551,0.3714586061346517,1
90,Manufacturing,17,25881.028100168547,483,1,Good,335.99444711301044,7373.10979174151,10483.037777533369,0.12328468474870578,1
91,Manufacturing,24,24643.396671513372,386,2,Average,142.68524366934963,10483.121419913748,19072.449915001704,0.32427557520435235,1
92,Manufacturing,7,27807.325390034646,880,4,Good,425.0162201100973,5178.072461284267,4492.191944774296,0.19897674126575843,0
93,Manufacturing,7,11892.329215299169,679,1,Average,78.84215317427751,2150.914338924036,1675.2813700170339,0.442766419524114,0
94,Services,20,8427.801993115516,837,1,Good,69.62222067573278,4351.468563774971,3306.597194535524,0.8516178906024477,1
95,Manufacturing,27,32059.690793704038,712,1,Good,511.6633213081399,3877.217507864734,4034.8029977141305,0.5100939148892095,1
96,Manufacturing,9,53679.42806843155,817,3,Average,811.4473952427087,26937.14163858503,39699.20050013182,0.45800653596861696,1
97,Manufacturing,22,11898.74042151662,594,2,Good,111.91279820174591,2918.1313327090643,4399.939838112542,0.272605998483664,0
98,Services,2,57163.15178029896,559,1,Good,973.721163118949,19524.717317413466,15940.81587130401,0.5971489917057282,1
99,Manufacturing,14,26117.128312231453,683,4,Good,517.6918824340097,9709.239047381297,6765.884956385472,0.46429901144997343,0
100,Manufacturing,17,21933.320801161117,603,1,Poor,290.71140651283304,10605.520305879454,12440.4545583773,0.718172951814676,1
101,Services,1,17352.134123944532,615,2,Average,268.28905553764235,9403.624576904424,6693.377002025462,0.512897580773809,1
102,Services,9,9597.800036648574,376,3,Good,83.46560191585364,4819.171173766789,8285.991917811623,0.8092608994081898,1
103,Services,20,39840.41425274568,678,1,Average,810.6243063539187,15385.247976351475,9628.429293439567,0.7264114592374155,1
104,Manufacturing,21,13830.56370124724,760,4,Average,120.718902385157,3789.6689884606067,6170.111603469723,0.21605224171206905,0
105,Services,19,13795.751957057626,355,2,Poor,261.5235462042607,5011.705767794441,2826.4610901746532,0.2088012687065084,1
106,Services,4,39940.88583758036,380,1,Good,784.0855954327471,4593.634922936884,7857.303087703377,0.11948078577045705,0
107,Manufacturing,28,7116.774855114762,475,3,Poor,115.0104733479593,1583.41164758211,2281.2647256854225,0.3952080002638961,1
108,Services,8,8829.390927616816,682,0,Good,156.2195067198272,2499.403525594686,2458.312478806007,0.14369498449328244,0
109,Manufacturing,13,21788.10491800449,448,4,Poor,257.04763991759586,5662.233051910234,6275.326862280745,0.45996126910205026,1
110,Trading,4,26264.425433534667,580,1,Good,511.9579073756802,3875.9324083846723,5854.308544476445,0.2930831389596342,0
111,Services,9,29461.53486959109,644,1,Good,487.41469935648826,3693.800056636079,2875.4099015559937,0.4985906150842711,0
112,Trading,9,18378.208185351396,708,0,Average,176.6586857678148,5703.812721369143,10469.239898359898,0.2266419209925699,0
113,Manufacturing,22,100531.03865976675,329,2,Average,477.43056109137996,13812.952311259021,16911.621590099276,0.5393521526506646,1
114,Services,18,19211.502453217305,721,0,Good,253.20223155197192,4670.39365472235,7660.422834348229,0.8731468085469545,1
115,Manufacturing,12,19178.177225191328,530,2,Good,348.6114203099629,6470.96303983857,8153.6984027484805,0.609785755578059,0
116,Trading,10,13654.275823600417,658,1,Good,252.75614739269702,2798.8621380592513,3298.231881601499,0.5515116484904107,0
117,Manufacturing,11,23726.410883108525,461,0,Good,429.09954562962434,3316.1802593272823,3994.084915708408,0.7304368217969169,1
118,Services,7,31855.863431202484,527,1,Good,246.74834282844148,10068.575570005869,10518.510672641354,0.1044537161474362,0
119,Services,9,45349.155462831455,520,0,Good,511.0460419555481,14703.930772052467,23513.51583513257,0.32597048387540684,0
120,Trading,6,9013.05572556354,372,1,Good,129.76184283221986,5027.546910523056,8894.88011180819,0.8895823242341618,1
121,Manufacturing,19,19003.962651091006,698,1,Good,290.6201550921164,3115.107157572452,5549.859325365876,0.7260952552635782,0
122,Services,16,28796.87537992289,394,1,Good,280.5695990289698,11734.660163097928,7999.735756397373,0.17221377830642207,0
123,Trading,15,31326.9654232442,774,3,Poor,492.1687247102877,8140.352163449625,13366.88039497796,0.36116799122692644,0
124,Services,7,22113.182318573985,394,0,Good,309.9151472879099,3577.8889107310542,2862.0675801049647,0.45189136035226574,0
125,Services,16,30499.158794875268,423,3,Average,415.18279921230715,9045.243899129635,4687.856101117335,0.8476671716840521,1
126,Manufacturing,5,13556.503364197553,799,1,Poor,206.29040157605274,4256.318994248037,3886.8217831184643,0.5689496516770624,1
127,Services,16,56091.70723106463,347,4,Good,797.7810671056912,15805.647870707311,14846.290839416626,0.1617804931568567,1
128,Manufacturing,1,39957.70752160719,394,2,Good,277.6225787477944,19294.233203166954,33083.50488386994,0.5072586076918063,0
129,Services,19,9828.51690860272,776,0,Good,184.18908143031044,5106.929180735804,8240.512699343957,0.331509709188307,0
130,Trading,5,11555.747036657142,332,0,Good,94.48166624939434,2014.9280112917622,1263.4139748425318,0.37096113728495284,0
131,Services,7,11752.801890786368,417,2,Good,194.80049380723193,2161.957710739326,2138.0506995311653,0.1914154178396907,0
132,Manufacturing,19,33083.236487197246,550,3,Good,235.1427827171316,10275.944354692187,9011.48703858818,0.4670045735053201,1
133,Manufacturing,22,10190.012369982216,602,2,Poor,154.71265026157053,2650.3659741764372,3692.444240370635,0.6355878399818704,0
134,Trading,5,18058.746182950592,421,4,Good,344.8268701013792,9206.110477308024,12080.88381446015,0.7076406795924728,1
135,Services,29,28935.446292313645,517,1,Average,125.2473278175965,17315.13314488658,26290.765005950045,0.6563095091839819,1
136,Services,17,21169.15480765434,352,2,Good,433.8539481084423,4033.8922258493885,7527.625096564753,0.6284107066286168,1
137,Trading,26,25727.931497977275,425,2,Good,119.92469231772425,12382.134988292577,14011.751939156638,0.7953736434238742,1
138,Services,22,11620.4106904173,458,1,Good,50.61998493288628,4690.2697664845655,6959.825719391948,0.36589688262968245,0
139,Services,8,31473.859527997098,475,0,Good,580.9865158980463,13288.642227665256,24949.807666239365,0.2716752082844967,0
140,Manufacturing,29,15246.006280837722,591,4,Average,243.6067875464818,3540.438776757376,4646.899806980478,0.17155071927139237,1
141,Services,29,18128.275766927527,458,2,Good,107.50389546229212,2693.8275359135273,2592.5974572434043,0.23256503696093,1
142,Services,1,25403.418656961545,790,2,Good,502.739966529559,9440.623013777164,10425.754211839934,0.21951332247258365,0
143,Trading,2,23431.74329004336,656,0,Good,360.0413267623683,9530.930108231814,15553.720084601777,0.829997584080922,1
144,Trading,15,22345.673712840286,536,4,Good,134.46268700049765,12994.556061339237,20531.61606886695,0.24441354403785934,0
145,Manufacturing,20,14039.413550695697,727,1,Average,259.85868672326086,6143.865430579597,9969.177986492818,0.17515554040543613,0
146,Services,28,18403.025386869336,424,1,Average,224.18100919205148,5922.869258592865,9565.11008144345,0.42020185760009854,1
147,Services,18,22055.34278066169,614,3,Average,194.13615947401476,13167.052087969007,24763.12143981247,0.23568860828014213,0
148,Services,11,9652.274442642425,578,4,Good,172.94318756587248,2766.529953368332,4553.7296574228385,0.20445449225946233,0
149,Manufacturing,25,16688.584807353665,404,4,Good,274.929541165803,3025.294153003404,5394.570298867226,0.3899272056317399,1
150,Manufacturing,10,27794.902718563495,341,2,Good,404.4361258273171,11367.837996437504,15466.71064952631,0.8355070958984165,1
151,Trading,24,10234.688242527583,696,3,Average,195.91123424202476,2385.9649379770317,3498.437983209396,0.12434711810130034,0
152,Manufacturing,24,44088.267852761084,759,1,Good,816.573365427515,24738.033717470156,48278.23232474622,0.2661734661732026,0
153,Services,4,47182.010127764996,790,4,Poor,374.9331476263449,14812.045765715278,26742.427490400063,0.7593816103772247,1
154,Services,5,10434.883492963883,864,4,Poor,196.29514201819111,1824.1029391203867,3039.0291191110978,0.29618850165120963,0
155,Manufacturing,4,49740.351288632,467,0,Poor,517.332680641628,8496.412285475053,12984.828686369367,0.4528733983974649,1
156,Services,13,20208.347624692848,473,1,Good,229.62554632443008,8584.904236144523,8909.219225401617,0.17883377810814372,1
157,Services,25,28313.917168640786,671,0,Good,576.8169660284211,8011.3847520312165,10592.559551519156,0.7361393908488556,0
158,Manufacturing,13,16350.428251310066,898,3,Poor,275.1979625288059,4608.5688800303415,2685.3775207284043,0.6891688219989639,1
159,Manufacturing,18,38323.81932443018,449,4,Average,365.0254076906496,15565.678247630889,17499.7157063671,0.2024509446741891,1
160,Services,29,28103.69696641859,548,3,Average,420.58395169150293,5923.021021918522,3955.6577627417637,0.8583700464818126,1
161,Services,27,13514.359232967341,479,0,Good,177.78687719350384,2334.1207859076003,3718.1594222615927,0.5724986069544473,1
162,Services,24,10947.635764569217,419,1,Average,66.89064515478414,4692.49886103626,8627.048674319582,0.7385262501894014,1
163,Trading,2,9171.155250895723,327,4,Good,173.9083888129287,941.1303630848425,716.3173709522434,0.711039429410888,1
164,Trading,16,24655.741317995802,416,1,Good,440.4672097338199,13651.452267347511,11856.6286139098,0.5152583675570025,0
165,Trading,1,31053.99824627901,561,3,Poor,531.9085936741619,5946.3891513561275,10617.107845254974,0.6979932976829786,1
166,Manufacturing,26,32551.522061572672,337,2,Good,438.9862391151566,10544.350417444806,14538.004823547633,0.2902381322425806,1
167,Trading,19,20521.150054098296,496,1,Average,161.03542938504214,4222.0063818605295,5836.768977619792,0.11701114313730994,1
168,Manufacturing,9,11001.667449398095,824,1,Good,207.91245061278548,2300.556858081161,3092.672050447308,0.37366085989795783,0
169,Manufacturing,28,14628.911965980502,736,1,Good,147.012188650214,7570.471941355022,6263.741418131149,0.22200218124850252,0
170,Trading,3,43976.4342139846,709,4,Good,197.98052740432922,17261.487324116686,14930.401531260397,0.8848645548214061,1
171,Trading,25,16468.798360821813,632,3,Good,338.0973426561424,4211.486293147037,8104.856592903943,0.838900111462504,0
172,Trading,7,24005.79595763538,830,3,Good,444.57017836039506,5414.492033888872,8583.081079952412,0.2153101925957377,0
173,Services,29,11551.952044541393,764,4,Good,168.01936027053674,2384.683553269514,1515.828227564432,0.37519194575328885,0
174,Trading,10,26955.693814177193,457,1,Average,117.88944175102749,10168.339401308129,8484.537718302769,0.5074534165244016,1
175,Services,1,16737.20329685228,459,1,Good,133.26051278509007,7789.405813600732,11221.988836528724,0.41898318568613213,0
176,Manufacturing,10,41275.63396728723,633,2,Poor,482.9592367144189,9359.815114080438,8659.682976314383,0.660014949195362,1
177,Services,21,35036.11353227865,675,1,Good,512.7447176973963,9324.872036748982,8183.51221278147,0.5028147498578831,1
178,Trading,9,16359.70260895957,378,0,Average,261.25204912235296,7528.453721339735,6049.278112065042,0.5522105678147907,1
179,Manufacturing,28,20414.517800082005,496,1,Good,353.26394117680496,9567.0393773868,7448.804014033935,0.6421116722742025,1
180,Manufacturing,15,15824.746943866694,419,2,Good,212.48967119264023,3222.892900661553,4576.494616949654,0.11893411368758199,0
181,Manufacturing,15,9398.826143160832,525,0,Average,141.95100820314426,2736.0092401289617,5085.620748514936,0.1099404600260252,0
182,Services,3,13167.863308373739,894,2,Good,232.90497978516058,7044.52853469285,7338.269763592647,0.2424991073775023,0
183,Trading,25,24808.22168161203,709,2,Poor,401.0006370445281,11662.248839233882,7956.719737651229,0.6746440401187228,0
184,Manufacturing,5,26773.17410423411,837,3,Good,537.610838884975,4852.575211087425,3331.045469148372,0.29233711806989143,0
185,Manufacturing,9,24079.80357380761,638,4,Poor,451.3542061945662,7054.936104220509,13408.149865952922,0.8361414366048394,1
186,Manufacturing,26,18378.929795282664,855,2,Good,128.4568580577021,10781.942023534051,13942.163918045655,0.1627977971420143,0
187,Services,22,38554.9572489107,895,1,Good,769.4407206600838,13983.451259369818,16772.146696954012,0.5639270062498836,0
188,Services,9,22882.441363156966,836,3,Good,173.21092530688912,10518.44228428988,19313.0366892336,0.12043769810577826,1
189,Trading,23,33588.945769242826,519,0,Good,694.8790330541767,4904.574191849931,6183.046633235109,0.8776468522116935,1
190,Services,7,7598.718705490647,592,4,Good,120.481426431355,3922.8763811814315,4789.433258957332,0.2709358638803863,1
191,Manufacturing,24,2093.4314674051316,503,3,Good,30.617536102492753,842.3810401270581,1592.0823077020339,0.5701097661255891,1
192,Trading,23,26115.200455133738,813,2,Good,249.97590713503203,4904.440287947001,5942.654800372634,0.8624443320402473,1
193,Manufacturing,12,9368.802895326698,501,3,Average,59.820981477636586,2717.944860228135,2952.8883997878906,0.12429208158761061,1
194,Manufacturing,25,19390.314704880588,331,1,Poor,121.56855287395854,2743.99707128087,3766.117315527827,0.5101877131164612,1
195,Services,27,18374.916417904748,388,1,Good,341.94959730251077,8976.243397119382,17645.923822140525,0.5213706295961243,1
196,Trading,9,57093.20355199093,501,1,Good,649.3798539578734,26973.084538852185,52482.70564001613,0.3811881033651521,0
197,Services,6,28001.06801341531,592,4,Good,377.9452820802479,9663.602870810668,16074.457367174513,0.6236421730333093,1
198,Services,23,24331.216051127827,414,3,Average,479.2584945324791,7932.175891564469,9906.663338521264,0.5340239751449104,1
199,Trading,2,36395.29156980536,521,3,Good,306.5421971288503,12072.766228659193,21998.90483132367,0.29931304722272944,0
200,Manufacturing,9,27476.83464479979,481,2,Average,464.3298771207656,3262.4177056478356,3683.512533991183,0.6642476886414139,0
201,Manufacturing,28,16737.279304253254,768,0,Good,200.9769991293104,4755.437363669187,6943.958911411282,0.47293684715573553,0
202,Trading,29,41893.48305582221,725,1,Good,323.1067411801729,6881.0879886993625,5292.521842238206,0.47624842045478666,0
203,Manufacturing,17,11318.003005660168,851,0,Good,208.057279932785,2177.5405559868677,3248.74128298918,0.861536257558503,0
204,Trading,1,26740.86804433787,359,0,Good,414.4608022526808,15538.00477953668,14204.204954128638,0.5280258191866426,1
205,Trading,19,8703.305051837993,784,1,Good,50.03264370766515,2009.5287735028924,3331.0541207596875,0.727725799689798,1
206,Services,28,24893.60729896973,310,1,Average,328.49487826096015,8508.94582717085,9539.040867925094,0.7939095472860188,1
207,Trading,6,24730.529834755078,684,2,Good,454.120063625335,13450.84218037655,14763.841792770845,0.5645838339693713,0
208,Services,5,60226.81579099092,709,4,Good,318.13290520853064,18474.316284808872,29925.925527577154,0.7290993711553644,1
209,Manufacturing,2,8612.894018942468,341,1,Average,95.64257026660015,3137.755408409463,3570.6964947336974,0.347634053253433,1
210,Manufacturing,9,15359.165787047912,422,0,Good,270.12023322598327,2832.13592471141,4449.376267672594,0.24554082632671126,0
211,Manufacturing,29,36084.1668227782,551,2,Good,666.5691499122911,8751.842860723767,15601.02056264244,0.6564311235810923,1
212,Manufacturing,26,26935.229452801545,783,3,Average,460.3063608822422,9509.673458180449,6707.343407890423,0.8409541678203325,1
213,Services,14,24543.026276257766,512,2,Average,227.3132450307467,6932.196007517359,8447.11995430123,0.13399745054356363,1
214,Manufacturing,4,12410.753310188175,567,1,Good,156.56776750260377,1478.4663627694758,2834.7630503705122,0.7104461410999516,1
215,Trading,4,15452.23591303169,839,1,Average,255.29101918033336,4642.075983596635,7976.35000685022,0.12271905765757048,0
216,Trading,21,46491.49189962861,434,4,Good,311.948420915889,23596.890702180794,46259.7786913333,0.4668818687090043,0
217,Trading,15,21356.138261915865,797,2,Good,300.76481771891713,3374.904581701216,6042.640719403931,0.6417517463367688,0
218,Services,8,27590.197282320278,425,1,Good,446.21337526825965,3017.4211613643547,2912.806345577635,0.42424351013888145,0
219,Manufacturing,26,20555.565340205198,658,0,Good,376.84924573909547,3275.557670291518,2518.0158941906993,0.34076050172813743,0
220,Manufacturing,4,10830.79441889607,802,0,Poor,65.28653480367802,4802.754377240859,3918.1480479551005,0.24946917608185004,1
221,Manufacturing,16,38572.167866277174,617,2,Average,372.6551604609461,19182.79998712823,15832.315020428801,0.8822973532874475,0
222,Services,21,29790.339161443226,311,4,Good,393.06066074551586,3704.8242248253273,2273.297157949419,0.556252839456108,1
223,Trading,28,87849.6493742251,776,2,Good,1392.5002532071646,47770.4827761285,88862.30044385108,0.20227561098794722,0
224,Trading,4,11975.895163874715,593,4,Poor,195.61353219997645,4953.980898357651,6211.414616924018,0.13852009230624793,1
225,Manufacturing,16,36081.79605455985,739,0,Average,302.64158129749535,12955.734427717407,8445.93132895454,0.294712625797783,1
226,Trading,22,10027.369871305438,815,1,Good,44.09980648472164,2274.1668158685475,3738.6447598236664,0.5309000818680505,0
227,Trading,12,24207.261778025008,690,3,Good,380.78707761884283,6919.649588692585,6839.80443126597,0.7015926911193333,1
228,Services,16,39573.06359073068,615,1,Average,764.5029713097392,22694.623128308114,13765.565766258365,0.8847677576830051,0
229,Services,19,6353.231946391178,307,0,Average,110.91864592234099,3530.956156069174,2770.511206144387,0.7671573687311463,1
230,Services,8,19477.992460727797,807,0,Good,283.2314696282377,8039.1961748528665,11948.85614627077,0.5895747700409906,0
231,Services,6,15710.336642588814,423,1,Average,321.4257478926117,6118.478722125338,10346.405298335178,0.6331819124228619,1
232,Manufacturing,10,14455.43317329554,671,1,Good,164.5791489216652,2967.300478687626,2612.752776297772,0.517655815502935,1
233,Services,5,27753.78736145249,613,0,Good,358.50943305783875,16003.923654030788,21854.7565923309,0.44765906859929966,0
234,Trading,29,43148.866349698634,484,1,Good,188.62294205558646,20612.034670275916,10332.995122965356,0.7277799077124818,1
